REF_DATE,GEO,Products and product groups,UOM,COORDINATE,VALUE
1995-06-01,Canada,Goods,2002=100,2.274,88.7
1995-06-01,Canada,Services,2002=100,2.282,86.6
1995-07-01,Canada,All-items,2002=100,2.2,87.9
1995-07-01,Canada,Food,2002=100,2.3,87.4
1995-07-01,Canada,Mortgage interest cost,2002=100,2.85,107.5
1995-07-01,Canada,Transportation,2002=100,2.176,84.8
1995-07-01,Canada,All-items excluding food,2002=100,2.284,87.9
1995-07-01,Canada,All-items excluding food and energy,2002=100,2.285,88.9
1995-07-01,Canada,Energy,2002=100,2.288,80.6
1995-07-01,Canada,Goods,2002=100,2.274,88.6
1995-07-01,Canada,Services,2002=100,2.282,87.1
1995-08-01,Canada,All-items,2002=100,2.2,87.7
1995-08-01,Canada,Food,2002=100,2.3,86.6
1995-08-01,Canada,Mortgage interest cost,2002=100,2.85,107.4
1995-08-01,Canada,Transportation,2002=100,2.176,84.4
1995-08-01,Canada,All-items excluding food,2002=100,2.284,87.9
1995-08-01,Canada,All-items excluding food and energy,2002=100,2.285,89.1
1995-08-01,Canada,Energy,2002=100,2.288,79.5
1995-08-01,Canada,Goods,2002=100,2.274,88.2
1995-08-01,Canada,Services,2002=100,2.282,87.2
1995-09-01,Canada,All-items,2002=100,2.2,87.8
1995-09-01,Canada,Food,2002=100,2.3,86.4
1995-09-01,Canada,Mortgage interest cost,2002=100,2.85,107.4
1995-09-01,Canada,Transportation,2002=100,2.176,84.7
1995-09-01,Canada,All-items excluding food,2002=100,2.284,88.2
1995-09-01,Canada,All-items excluding food and energy,2002=100,2.285,89.3
1995-09-01,Canada,Energy,2002=100,2.288,79.7
1995-09-01,Canada,Goods,2002=100,2.274,88.3
1995-09-01,Canada,Services,2002=100,2.282,87.4
1995-10-01,Canada,All-items,2002=100,2.2,87.7
1995-10-01,Canada,Food,2002=100,2.3,86.4
1995-10-01,Canada,Mortgage interest cost,2002=100,2.85,107.5
1995-10-01,Canada,Transportation,2002=100,2.176,84.4
1995-10-01,Canada,All-items excluding food,2002=100,2.284,88
1995-10-01,Canada,All-items excluding food and energy,2002=100,2.285,89.2
1995-10-01,Canada,Energy,2002=100,2.288,78.8
1995-10-01,Canada,Goods,2002=100,2.274,88.2
1995-10-01,Canada,Services,2002=100,2.282,87.3
1995-11-01,Canada,All-items,2002=100,2.2,88
1995-11-01,Canada,Food,2002=100,2.3,86.4
1995-11-01,Canada,Mortgage interest cost,2002=100,2.85,107.5
1995-11-01,Canada,Transportation,2002=100,2.176,85.3
1995-11-01,Canada,All-items excluding food,2002=100,2.284,88.3
1995-11-01,Canada,All-items excluding food and energy,2002=100,2.285,89.5
1995-11-01,Canada,Energy,2002=100,2.288,78.5
1995-11-01,Canada,Goods,2002=100,2.274,88.6
1995-11-01,Canada,Services,2002=100,2.282,87.3
1995-12-01,Canada,All-items,2002=100,2.2,87.8
1995-12-01,Canada,Food,2002=100,2.3,86.8
1995-12-01,Canada,Mortgage interest cost,2002=100,2.85,107.5
1995-12-01,Canada,Transportation,2002=100,2.176,85.8
1995-12-01,Canada,All-items excluding food,2002=100,2.284,88
1995-12-01,Canada,All-items excluding food and energy,2002=100,2.285,89.2
1995-12-01,Canada,Energy,2002=100,2.288,79.5
1995-12-01,Canada,Goods,2002=100,2.274,88.6
1995-12-01,Canada,Services,2002=100,2.282,87
1996-01-01,Canada,All-items,2002=100,2.2,88
1996-01-01,Canada,Food,2002=100,2.3,87.2
1996-01-01,Canada,Mortgage interest cost,2002=100,2.85,107.2
1996-01-01,Canada,Transportation,2002=100,2.176,85.8
1996-01-01,Canada,All-items excluding food,2002=100,2.284,88.1
1996-01-01,Canada,All-items excluding food and energy,2002=100,2.285,89.3
1996-01-01,Canada,Energy,2002=100,2.288,79.5
1996-01-01,Canada,Goods,2002=100,2.274,88.7
1996-01-01,Canada,Services,2002=100,2.282,87.2
1996-02-01,Canada,All-items,2002=100,2.2,88.1
1996-02-01,Canada,Food,2002=100,2.3,87.3
1996-02-01,Canada,Mortgage interest cost,2002=100,2.85,106.9
1996-02-01,Canada,Transportation,2002=100,2.176,85.8
1996-02-01,Canada,All-items excluding food,2002=100,2.284,88.4
1996-02-01,Canada,All-items excluding food and energy,2002=100,2.285,89.5
1996-02-01,Canada,Energy,2002=100,2.288,79.3
1996-02-01,Canada,Goods,2002=100,2.274,89
1996-02-01,Canada,Services,2002=100,2.282,87.3
1996-03-01,Canada,All-items,2002=100,2.2,88.5
1996-03-01,Canada,Food,2002=100,2.3,87.4
1996-03-01,Canada,Mortgage interest cost,2002=100,2.85,106.5
1996-03-01,Canada,Transportation,2002=100,2.176,86.5
1996-03-01,Canada,All-items excluding food,2002=100,2.284,88.6
1996-03-01,Canada,All-items excluding food and energy,2002=100,2.285,89.7
1996-03-01,Canada,Energy,2002=100,2.288,80.6
1996-03-01,Canada,Goods,2002=100,2.274,89.4
1996-03-01,Canada,Services,2002=100,2.282,87.4
1996-04-01,Canada,All-items,2002=100,2.2,88.7
1996-04-01,Canada,Food,2002=100,2.3,88.3
1996-04-01,Canada,Mortgage interest cost,2002=100,2.85,106.2
1996-04-01,Canada,Transportation,2002=100,2.176,87.4
1996-04-01,Canada,All-items excluding food,2002=100,2.284,88.9
1996-04-01,Canada,All-items excluding food and energy,2002=100,2.285,89.8
1996-04-01,Canada,Energy,2002=100,2.288,81.7
1996-04-01,Canada,Goods,2002=100,2.274,89.9
1996-04-01,Canada,Services,2002=100,2.282,87.6
1996-05-01,Canada,All-items,2002=100,2.2,89
1996-05-01,Canada,Food,2002=100,2.3,87.9
1996-05-01,Canada,Mortgage interest cost,2002=100,2.85,105.9
1996-05-01,Canada,Transportation,2002=100,2.176,88.5
1996-05-01,Canada,All-items excluding food,2002=100,2.284,89.3
1996-05-01,Canada,All-items excluding food and energy,2002=100,2.285,90
1996-05-01,Canada,Energy,2002=100,2.288,84.3
1996-05-01,Canada,Goods,2002=100,2.274,90.2
1996-05-01,Canada,Services,2002=100,2.282,87.8
1996-06-01,Canada,All-items,2002=100,2.2,89
1996-06-01,Canada,Food,2002=100,2.3,88.5
1996-06-01,Canada,Mortgage interest cost,2002=100,2.85,105.7
1996-06-01,Canada,Transportation,2002=100,2.176,87.8
1996-06-01,Canada,All-items excluding food,2002=100,2.284,89
1996-06-01,Canada,All-items excluding food and energy,2002=100,2.285,89.8
1996-06-01,Canada,Energy,2002=100,2.288,83.1
1996-06-01,Canada,Goods,2002=100,2.274,90.1
1996-06-01,Canada,Services,2002=100,2.282,87.7
1996-07-01,Canada,All-items,2002=100,2.2,89
1996-07-01,Canada,Food,2002=100,2.3,88.3
1996-07-01,Canada,Mortgage interest cost,2002=100,2.85,105.3
1996-07-01,Canada,Transportation,2002=100,2.176,86.9
1996-07-01,Canada,All-items excluding food,2002=100,2.284,89.1
1996-07-01,Canada,All-items excluding food and energy,2002=100,2.285,90.2
1996-07-01,Canada,Energy,2002=100,2.288,81
1996-07-01,Canada,Goods,2002=100,2.274,89.6
1996-07-01,Canada,Services,2002=100,2.282,88.3
1996-08-01,Canada,All-items,2002=100,2.2,89
1996-08-01,Canada,Food,2002=100,2.3,88
1996-08-01,Canada,Mortgage interest cost,2002=100,2.85,104.8
1996-08-01,Canada,Transportation,2002=100,2.176,87.2
1996-08-01,Canada,All-items excluding food,2002=100,2.284,89.2
1996-08-01,Canada,All-items excluding food and energy,2002=100,2.285,90.3
1996-08-01,Canada,Energy,2002=100,2.288,81.1
1996-08-01,Canada,Goods,2002=100,2.274,89.7
1996-08-01,Canada,Services,2002=100,2.282,88.3
1996-09-01,Canada,All-items,2002=100,2.2,89.1
1996-09-01,Canada,Food,2002=100,2.3,87.7
1996-09-01,Canada,Mortgage interest cost,2002=100,2.85,104.3
1996-09-01,Canada,Transportation,2002=100,2.176,87.2
1996-09-01,Canada,All-items excluding food,2002=100,2.284,89.4
1996-09-01,Canada,All-items excluding food and energy,2002=100,2.285,90.4
1996-09-01,Canada,Energy,2002=100,2.288,81.7
1996-09-01,Canada,Goods,2002=100,2.274,89.8
1996-09-01,Canada,Services,2002=100,2.282,88.4
1996-10-01,Canada,All-items,2002=100,2.2,89.3
1996-10-01,Canada,Food,2002=100,2.3,88.3
1996-10-01,Canada,Mortgage interest cost,2002=100,2.85,103.9
1996-10-01,Canada,Transportation,2002=100,2.176,87.4
1996-10-01,Canada,All-items excluding food,2002=100,2.284,89.5
1996-10-01,Canada,All-items excluding food and energy,2002=100,2.285,90.4
1996-10-01,Canada,Energy,2002=100,2.288,83.4
1996-10-01,Canada,Goods,2002=100,2.274,90.3
1996-10-01,Canada,Services,2002=100,2.282,88.3
1996-11-01,Canada,All-items,2002=100,2.2,89.7
1996-11-01,Canada,Food,2002=100,2.3,88.9
1996-11-01,Canada,Mortgage interest cost,2002=100,2.85,103.3
1996-11-01,Canada,Transportation,2002=100,2.176,90.3
1996-11-01,Canada,All-items excluding food,2002=100,2.284,90
1996-11-01,Canada,All-items excluding food and energy,2002=100,2.285,90.8
1996-11-01,Canada,Energy,2002=100,2.288,83.3
1996-11-01,Canada,Goods,2002=100,2.274,90.9
1996-11-01,Canada,Services,2002=100,2.282,88.6
1996-12-01,Canada,All-items,2002=100,2.2,89.7
1996-12-01,Canada,Food,2002=100,2.3,88.7
1996-12-01,Canada,Mortgage interest cost,2002=100,2.85,102.6
1996-12-01,Canada,Transportation,2002=100,2.176,90.6
1996-12-01,Canada,All-items excluding food,2002=100,2.284,90
1996-12-01,Canada,All-items excluding food and energy,2002=100,2.285,90.8
1996-12-01,Canada,Energy,2002=100,2.288,83.8
1996-12-01,Canada,Goods,2002=100,2.274,90.9
1996-12-01,Canada,Services,2002=100,2.282,88.7
1997-01-01,Canada,All-items,2002=100,2.2,89.9
1997-01-01,Canada,Food,2002=100,2.3,89.1
1997-01-01,Canada,Mortgage interest cost,2002=100,2.85,101.7
1997-01-01,Canada,Transportation,2002=100,2.176,90.4
1997-01-01,Canada,All-items excluding food,2002=100,2.284,90
1997-01-01,Canada,All-items excluding food and energy,2002=100,2.285,90.8
1997-01-01,Canada,Energy,2002=100,2.288,84.4
1997-01-01,Canada,Goods,2002=100,2.274,91.1
1997-01-01,Canada,Services,2002=100,2.282,88.7
1997-02-01,Canada,All-items,2002=100,2.2,90.1
1997-02-01,Canada,Food,2002=100,2.3,89.4
1997-02-01,Canada,Mortgage interest cost,2002=100,2.85,101.4
1997-02-01,Canada,Transportation,2002=100,2.176,90.3
1997-02-01,Canada,All-items excluding food,2002=100,2.284,90.2
1997-02-01,Canada,All-items excluding food and energy,2002=100,2.285,90.9
1997-02-01,Canada,Energy,2002=100,2.288,84.9
1997-02-01,Canada,Goods,2002=100,2.274,91.4
1997-02-01,Canada,Services,2002=100,2.282,88.7
1997-03-01,Canada,All-items,2002=100,2.2,90.2
1997-03-01,Canada,Food,2002=100,2.3,89.4
1997-03-01,Canada,Mortgage interest cost,2002=100,2.85,100.9
1997-03-01,Canada,Transportation,2002=100,2.176,90.4
1997-03-01,Canada,All-items excluding food,2002=100,2.284,90.5
1997-03-01,Canada,All-items excluding food and energy,2002=100,2.285,91.3
1997-03-01,Canada,Energy,2002=100,2.288,84.5
1997-03-01,Canada,Goods,2002=100,2.274,91.5
1997-03-01,Canada,Services,2002=100,2.282,89
1997-04-01,Canada,All-items,2002=100,2.2,90.2
1997-04-01,Canada,Food,2002=100,2.3,89
1997-04-01,Canada,Mortgage interest cost,2002=100,2.85,100.3
1997-04-01,Canada,Transportation,2002=100,2.176,90.1
1997-04-01,Canada,All-items excluding food,2002=100,2.284,90.5
1997-04-01,Canada,All-items excluding food and energy,2002=100,2.285,91.4
1997-04-01,Canada,Energy,2002=100,2.288,83.1
1997-04-01,Canada,Goods,2002=100,2.274,91.2
1997-04-01,Canada,Services,2002=100,2.282,89.1
1997-05-01,Canada,All-items,2002=100,2.2,90.3
1997-05-01,Canada,Food,2002=100,2.3,89.4
1997-05-01,Canada,Mortgage interest cost,2002=100,2.85,99.8
1997-05-01,Canada,Transportation,2002=100,2.176,90.1
1997-05-01,Canada,All-items excluding food,2002=100,2.284,90.5
1997-05-01,Canada,All-items excluding food and energy,2002=100,2.285,91.4
1997-05-01,Canada,Energy,2002=100,2.288,83.2
1997-05-01,Canada,Goods,2002=100,2.274,91.2
1997-05-01,Canada,Services,2002=100,2.282,89.3
1997-06-01,Canada,All-items,2002=100,2.2,90.5
1997-06-01,Canada,Food,2002=100,2.3,89.7
1997-06-01,Canada,Mortgage interest cost,2002=100,2.85,99.2
1997-06-01,Canada,Transportation,2002=100,2.176,90.4
1997-06-01,Canada,All-items excluding food,2002=100,2.284,90.6
1997-06-01,Canada,All-items excluding food and energy,2002=100,2.285,91.7
1997-06-01,Canada,Energy,2002=100,2.288,83.6
1997-06-01,Canada,Goods,2002=100,2.274,91.3
1997-06-01,Canada,Services,2002=100,2.282,89.6
1997-07-01,Canada,All-items,2002=100,2.2,90.5
1997-07-01,Canada,Food,2002=100,2.3,90.1
1997-07-01,Canada,Mortgage interest cost,2002=100,2.85,98.5
1997-07-01,Canada,Transportation,2002=100,2.176,89.9
1997-07-01,Canada,All-items excluding food,2002=100,2.284,90.5
1997-07-01,Canada,All-items excluding food and energy,2002=100,2.285,91.6
1997-07-01,Canada,Energy,2002=100,2.288,82.9
1997-07-01,Canada,Goods,2002=100,2.274,91
1997-07-01,Canada,Services,2002=100,2.282,90
1997-08-01,Canada,All-items,2002=100,2.2,90.6
1997-08-01,Canada,Food,2002=100,2.3,89.5
1997-08-01,Canada,Mortgage interest cost,2002=100,2.85,97.9
1997-08-01,Canada,Transportation,2002=100,2.176,90.7
1997-08-01,Canada,All-items excluding food,2002=100,2.284,90.8
1997-08-01,Canada,All-items excluding food and energy,2002=100,2.285,91.7
1997-08-01,Canada,Energy,2002=100,2.288,84.6
1997-08-01,Canada,Goods,2002=100,2.274,91.2
1997-08-01,Canada,Services,2002=100,2.282,90
1997-09-01,Canada,All-items,2002=100,2.2,90.6
1997-09-01,Canada,Food,2002=100,2.3,88.9
1997-09-01,Canada,Mortgage interest cost,2002=100,2.85,97.4
1997-09-01,Canada,Transportation,2002=100,2.176,90.9
1997-09-01,Canada,All-items excluding food,2002=100,2.284,91
1997-09-01,Canada,All-items excluding food and energy,2002=100,2.285,91.8
1997-09-01,Canada,Energy,2002=100,2.288,84.9
1997-09-01,Canada,Goods,2002=100,2.274,91.1
1997-09-01,Canada,Services,2002=100,2.282,90
1997-10-01,Canada,All-items,2002=100,2.2,90.6
1997-10-01,Canada,Food,2002=100,2.3,88.9
1997-10-01,Canada,Mortgage interest cost,2002=100,2.85,96.9
1997-10-01,Canada,Transportation,2002=100,2.176,90.2
1997-10-01,Canada,All-items excluding food,2002=100,2.284,91
1997-10-01,Canada,All-items excluding food and energy,2002=100,2.285,91.9
1997-10-01,Canada,Energy,2002=100,2.288,84.2
1997-10-01,Canada,Goods,2002=100,2.274,91.3
1997-10-01,Canada,Services,2002=100,2.282,89.9
1997-11-01,Canada,All-items,2002=100,2.2,90.5
1997-11-01,Canada,Food,2002=100,2.3,89.8
1997-11-01,Canada,Mortgage interest cost,2002=100,2.85,96.3
1997-11-01,Canada,Transportation,2002=100,2.176,90.4
1997-11-01,Canada,All-items excluding food,2002=100,2.284,90.6
1997-11-01,Canada,All-items excluding food and energy,2002=100,2.285,91.7
1997-11-01,Canada,Energy,2002=100,2.288,83.2
1997-11-01,Canada,Goods,2002=100,2.274,91.4
1997-11-01,Canada,Services,2002=100,2.282,89.6
1997-12-01,Canada,All-items,2002=100,2.2,90.4
1997-12-01,Canada,Food,2002=100,2.3,89.7
1997-12-01,Canada,Mortgage interest cost,2002=100,2.85,95.8
1997-12-01,Canada,Transportation,2002=100,2.176,90.2
1997-12-01,Canada,All-items excluding food,2002=100,2.284,90.5
1997-12-01,Canada,All-items excluding food and energy,2002=100,2.285,91.5
1997-12-01,Canada,Energy,2002=100,2.288,82.9
1997-12-01,Canada,Goods,2002=100,2.274,91.2
1997-12-01,Canada,Services,2002=100,2.282,89.6
1998-01-01,Canada,All-items,2002=100,2.2,90.9
1998-01-01,Canada,Food,2002=100,2.3,91.2
1998-01-01,Canada,Mortgage interest cost,2002=100,2.85,95.4
1998-01-01,Canada,Transportation,2002=100,2.176,90.2
1998-01-01,Canada,All-items excluding food,2002=100,2.284,90.8
1998-01-01,Canada,All-items excluding food and energy,2002=100,2.285,91.9
1998-01-01,Canada,Energy,2002=100,2.288,82.3
1998-01-01,Canada,Goods,2002=100,2.274,91.8
1998-01-01,Canada,Services,2002=100,2.282,90
1998-02-01,Canada,All-items,2002=100,2.2,91
1998-02-01,Canada,Food,2002=100,2.3,90.5
1998-02-01,Canada,Mortgage interest cost,2002=100,2.85,95.5
1998-02-01,Canada,Transportation,2002=100,2.176,89.8
1998-02-01,Canada,All-items excluding food,2002=100,2.284,91.1
1998-02-01,Canada,All-items excluding food and energy,2002=100,2.285,92.3
1998-02-01,Canada,Energy,2002=100,2.288,80.8
1998-02-01,Canada,Goods,2002=100,2.274,91.6
1998-02-01,Canada,Services,2002=100,2.282,90.3
1998-03-01,Canada,All-items,2002=100,2.2,91.1
1998-03-01,Canada,Food,2002=100,2.3,90.7
1998-03-01,Canada,Mortgage interest cost,2002=100,2.85,95.6
1998-03-01,Canada,Transportation,2002=100,2.176,89.5
1998-03-01,Canada,All-items excluding food,2002=100,2.284,91.1
1998-03-01,Canada,All-items excluding food and energy,2002=100,2.285,92.5
1998-03-01,Canada,Energy,2002=100,2.288,79.9
1998-03-01,Canada,Goods,2002=100,2.274,91.5
1998-03-01,Canada,Services,2002=100,2.282,90.6
1998-04-01,Canada,All-items,2002=100,2.2,91
1998-04-01,Canada,Food,2002=100,2.3,90.5
1998-04-01,Canada,Mortgage interest cost,2002=100,2.85,95.7
1998-04-01,Canada,Transportation,2002=100,2.176,89.4
1998-04-01,Canada,All-items excluding food,2002=100,2.284,91.1
1998-04-01,Canada,All-items excluding food and energy,2002=100,2.285,92.5
1998-04-01,Canada,Energy,2002=100,2.288,80
1998-04-01,Canada,Goods,2002=100,2.274,91.3
1998-04-01,Canada,Services,2002=100,2.282,90.7
1998-05-01,Canada,All-items,2002=100,2.2,91.3
1998-05-01,Canada,Food,2002=100,2.3,90.9
1998-05-01,Canada,Mortgage interest cost,2002=100,2.85,95.6
1998-05-01,Canada,Transportation,2002=100,2.176,89.7
1998-05-01,Canada,All-items excluding food,2002=100,2.284,91.4
1998-05-01,Canada,All-items excluding food and energy,2002=100,2.285,92.7
1998-05-01,Canada,Energy,2002=100,2.288,81.2
1998-05-01,Canada,Goods,2002=100,2.274,91.6
1998-05-01,Canada,Services,2002=100,2.282,91
1998-06-01,Canada,All-items,2002=100,2.2,91.4
1998-06-01,Canada,Food,2002=100,2.3,91.6
1998-06-01,Canada,Mortgage interest cost,2002=100,2.85,95.6
1998-06-01,Canada,Transportation,2002=100,2.176,89.7
1998-06-01,Canada,All-items excluding food,2002=100,2.284,91.4
1998-06-01,Canada,All-items excluding food and energy,2002=100,2.285,92.6
1998-06-01,Canada,Energy,2002=100,2.288,81.1
1998-06-01,Canada,Goods,2002=100,2.274,91.7
1998-06-01,Canada,Services,2002=100,2.282,91.1
1998-07-01,Canada,All-items,2002=100,2.2,91.4
1998-07-01,Canada,Food,2002=100,2.3,91.3
1998-07-01,Canada,Mortgage interest cost,2002=100,2.85,95.6
1998-07-01,Canada,Transportation,2002=100,2.176,89.5
1998-07-01,Canada,All-items excluding food,2002=100,2.284,91.4
1998-07-01,Canada,All-items excluding food and energy,2002=100,2.285,92.8
1998-07-01,Canada,Energy,2002=100,2.288,80.4
1998-07-01,Canada,Goods,2002=100,2.274,91.3
1998-07-01,Canada,Services,2002=100,2.282,91.5
1998-08-01,Canada,All-items,2002=100,2.2,91.4
1998-08-01,Canada,Food,2002=100,2.3,90.8
1998-08-01,Canada,Mortgage interest cost,2002=100,2.85,95.7
1998-08-01,Canada,Transportation,2002=100,2.176,89.4
1998-08-01,Canada,All-items excluding food,2002=100,2.284,91.5
1998-08-01,Canada,All-items excluding food and energy,2002=100,2.285,93
1998-08-01,Canada,Energy,2002=100,2.288,80.3
1998-08-01,Canada,Goods,2002=100,2.274,91.3
1998-08-01,Canada,Services,2002=100,2.282,91.5
1998-09-01,Canada,All-items,2002=100,2.2,91.2
1998-09-01,Canada,Food,2002=100,2.3,90.1
1998-09-01,Canada,Mortgage interest cost,2002=100,2.85,95.6
1998-09-01,Canada,Transportation,2002=100,2.176,89.2
1998-09-01,Canada,All-items excluding food,2002=100,2.284,91.5
1998-09-01,Canada,All-items excluding food and energy,2002=100,2.285,93
1998-09-01,Canada,Energy,2002=100,2.288,79.1
1998-09-01,Canada,Goods,2002=100,2.274,90.8
1998-09-01,Canada,Services,2002=100,2.282,91.7
1998-10-01,Canada,All-items,2002=100,2.2,91.6
1998-10-01,Canada,Food,2002=100,2.3,90.2
1998-10-01,Canada,Mortgage interest cost,2002=100,2.85,95.8
1998-10-01,Canada,Transportation,2002=100,2.176,89.6
1998-10-01,Canada,All-items excluding food,2002=100,2.284,91.9
1998-10-01,Canada,All-items excluding food and energy,2002=100,2.285,93.2
1998-10-01,Canada,Energy,2002=100,2.288,80.8
1998-10-01,Canada,Goods,2002=100,2.274,91.3
1998-10-01,Canada,Services,2002=100,2.282,91.8
1998-11-01,Canada,All-items,2002=100,2.2,91.6
1998-11-01,Canada,Food,2002=100,2.3,91.2
1998-11-01,Canada,Mortgage interest cost,2002=100,2.85,95.7
1998-11-01,Canada,Transportation,2002=100,2.176,90.1
1998-11-01,Canada,All-items excluding food,2002=100,2.284,91.6
1998-11-01,Canada,All-items excluding food and energy,2002=100,2.285,93
1998-11-01,Canada,Energy,2002=100,2.288,80.3
1998-11-01,Canada,Goods,2002=100,2.274,91.7
1998-11-01,Canada,Services,2002=100,2.282,91.4
1998-12-01,Canada,All-items,2002=100,2.2,91.3
1998-12-01,Canada,Food,2002=100,2.3,91.2
1998-12-01,Canada,Mortgage interest cost,2002=100,2.85,95.7
1998-12-01,Canada,Transportation,2002=100,2.176,89.5
1998-12-01,Canada,All-items excluding food,2002=100,2.284,91.3
1998-12-01,Canada,All-items excluding food and energy,2002=100,2.285,92.8
1998-12-01,Canada,Energy,2002=100,2.288,79.4
1998-12-01,Canada,Goods,2002=100,2.274,91.3
1998-12-01,Canada,Services,2002=100,2.282,91.4
1999-01-01,Canada,All-items,2002=100,2.2,91.5
1999-01-01,Canada,Food,2002=100,2.3,92.3
1999-01-01,Canada,Mortgage interest cost,2002=100,2.85,95.5
1999-01-01,Canada,Transportation,2002=100,2.176,89.4
1999-01-01,Canada,All-items excluding food,2002=100,2.284,91.3
1999-01-01,Canada,All-items excluding food and energy,2002=100,2.285,92.8
1999-01-01,Canada,Energy,2002=100,2.288,79.5
1999-01-01,Canada,Goods,2002=100,2.274,91.8
1999-01-01,Canada,Services,2002=100,2.282,91.2
1999-02-01,Canada,All-items,2002=100,2.2,91.6
1999-02-01,Canada,Food,2002=100,2.3,91.8
1999-02-01,Canada,Mortgage interest cost,2002=100,2.85,95.5
1999-02-01,Canada,Transportation,2002=100,2.176,89.2
1999-02-01,Canada,All-items excluding food,2002=100,2.284,91.6
1999-02-01,Canada,All-items excluding food and energy,2002=100,2.285,93.1
1999-02-01,Canada,Energy,2002=100,2.288,78.9
1999-02-01,Canada,Goods,2002=100,2.274,91.7
1999-02-01,Canada,Services,2002=100,2.282,91.5
1999-03-01,Canada,All-items,2002=100,2.2,92
1999-03-01,Canada,Food,2002=100,2.3,92
1999-03-01,Canada,Mortgage interest cost,2002=100,2.85,95.5
1999-03-01,Canada,Transportation,2002=100,2.176,90.2
1999-03-01,Canada,All-items excluding food,2002=100,2.284,92
1999-03-01,Canada,All-items excluding food and energy,2002=100,2.285,93.5
1999-03-01,Canada,Energy,2002=100,2.288,80
1999-03-01,Canada,Goods,2002=100,2.274,92.2
1999-03-01,Canada,Services,2002=100,2.282,91.8
1999-04-01,Canada,All-items,2002=100,2.2,92.5
1999-04-01,Canada,Food,2002=100,2.3,92.2
1999-04-01,Canada,Mortgage interest cost,2002=100,2.85,95.6
1999-04-01,Canada,Transportation,2002=100,2.176,91.9
1999-04-01,Canada,All-items excluding food,2002=100,2.284,92.6
1999-04-01,Canada,All-items excluding food and energy,2002=100,2.285,93.8
1999-04-01,Canada,Energy,2002=100,2.288,83
1999-04-01,Canada,Goods,2002=100,2.274,92.8
1999-04-01,Canada,Services,2002=100,2.282,92.2
1999-05-01,Canada,All-items,2002=100,2.2,92.7
1999-05-01,Canada,Food,2002=100,2.3,92.4
1999-05-01,Canada,Mortgage interest cost,2002=100,2.85,95.5
1999-05-01,Canada,Transportation,2002=100,2.176,92.3
1999-05-01,Canada,All-items excluding food,2002=100,2.284,92.8
1999-05-01,Canada,All-items excluding food and energy,2002=100,2.285,94
1999-05-01,Canada,Energy,2002=100,2.288,83.6
1999-05-01,Canada,Goods,2002=100,2.274,93
1999-05-01,Canada,Services,2002=100,2.282,92.5
1999-06-01,Canada,All-items,2002=100,2.2,92.9
1999-06-01,Canada,Food,2002=100,2.3,92.7
1999-06-01,Canada,Mortgage interest cost,2002=100,2.85,95.4
1999-06-01,Canada,Transportation,2002=100,2.176,92
1999-06-01,Canada,All-items excluding food,2002=100,2.284,92.9
1999-06-01,Canada,All-items excluding food and energy,2002=100,2.285,94.1
1999-06-01,Canada,Energy,2002=100,2.288,83
1999-06-01,Canada,Goods,2002=100,2.274,93
1999-06-01,Canada,Services,2002=100,2.282,92.7
1999-07-01,Canada,All-items,2002=100,2.2,93.1
1999-07-01,Canada,Food,2002=100,2.3,92.5
1999-07-01,Canada,Mortgage interest cost,2002=100,2.85,95.5
1999-07-01,Canada,Transportation,2002=100,2.176,92.7
1999-07-01,Canada,All-items excluding food,2002=100,2.284,93.2
1999-07-01,Canada,All-items excluding food and energy,2002=100,2.285,94.2
1999-07-01,Canada,Energy,2002=100,2.288,84.8
1999-07-01,Canada,Goods,2002=100,2.274,93.1
1999-07-01,Canada,Services,2002=100,2.282,93
1999-08-01,Canada,All-items,2002=100,2.2,93.3
1999-08-01,Canada,Food,2002=100,2.3,91.8
1999-08-01,Canada,Mortgage interest cost,2002=100,2.85,95.6
1999-08-01,Canada,Transportation,2002=100,2.176,94
1999-08-01,Canada,All-items excluding food,2002=100,2.284,93.7
1999-08-01,Canada,All-items excluding food and energy,2002=100,2.285,94.4
1999-08-01,Canada,Energy,2002=100,2.288,87.8
1999-08-01,Canada,Goods,2002=100,2.274,93.5
1999-08-01,Canada,Services,2002=100,2.282,93.1
1999-09-01,Canada,All-items,2002=100,2.2,93.6
1999-09-01,Canada,Food,2002=100,2.3,91.2
1999-09-01,Canada,Mortgage interest cost,2002=100,2.85,95.9
1999-09-01,Canada,Transportation,2002=100,2.176,94.5
1999-09-01,Canada,All-items excluding food,2002=100,2.284,94.1
1999-09-01,Canada,All-items excluding food and energy,2002=100,2.285,94.8
1999-09-01,Canada,Energy,2002=100,2.288,89
1999-09-01,Canada,Goods,2002=100,2.274,93.7
1999-09-01,Canada,Services,2002=100,2.282,93.5
1999-10-01,Canada,All-items,2002=100,2.2,93.7
1999-10-01,Canada,Food,2002=100,2.3,91.4
1999-10-01,Canada,Mortgage interest cost,2002=100,2.85,96
1999-10-01,Canada,Transportation,2002=100,2.176,94.5
1999-10-01,Canada,All-items excluding food,2002=100,2.284,94.2
1999-10-01,Canada,All-items excluding food and energy,2002=100,2.285,94.7
1999-10-01,Canada,Energy,2002=100,2.288,90.1
1999-10-01,Canada,Goods,2002=100,2.274,94
1999-10-01,Canada,Services,2002=100,2.282,93.3
1999-11-01,Canada,All-items,2002=100,2.2,93.6
1999-11-01,Canada,Food,2002=100,2.3,92
